did,text,target,title,date
2277,"

It certainly is multi-user. What I have seen from the March Beta is
that it doesn't yet come with the stuff which exploits multi-user
features. I remember somebody from MS stating that it doesn't allow
two users share one GUI. My interpretation of this was that one user
per console but all the networking and RPC based stuff you want. 

I believe ftp and rlogin deamons for NT systems will come from third
party. Somebody already has a Beta version of an unsecure ftpd on the
net. There is no reason why one cannot write a posix based shell like
csh on Unix for remote logins. 

In general I liked NT when I checked it out. It slow compared to
Win3.1 (just like any other real OS). The beta version, although being
slow, botts up much faster than my SUN workstation. Windows subsystems
also start up a lot faster than X windows. I believe Bill Gates was
right when he stated that NT was not for everybody. After playing
around with it for a while I was convinced. If I owned a busines using
a ""business computer"" from IBM or some other established vendor, I
would consider moving to NT platform because it would provide a much
cheaper solution (If you are running SQL servers etc.). It provides
the robustness such an application requires. 

On the other hand if you like your DOS games, more or less forget
about NT. You can always boot to DOS  but in general that defeats
the purpose of using NT. Most of NT's features are visible in a
networked environment and in such an environment you can't reboot your
machine at will. For personal use, I would rather wait for the Win32
based Windows release (whatever you name it) than jump to NT bandwagon.
I expect most applications will keep on using Win16 until Win32
becomes widely available. 
",2,comp.os.ms-windows.misc,32:20.2
2295,"
	I assume you're using the driver available from cica (hp4-v108.zip).
Bring up the setup screen of the printer through control panel. Click on the
""Options"" button brings up another screen of choices. Change the ""Graphics
Mode"" from ""HP-GL/2"" to ""Raster"" and check the box ""Print Truetype as graphics
(this is only available when you choose ""Raster""). Now you should be able to
print all your truetype fonts correctly. Good luck.
",2,comp.os.ms-windows.misc,32:20.2
2334,"

If you need just to change the wallpaper, then I've written a short
program in VB that does this by using SystemParametersInfo-function.
The bad news is that you need VBRUN200.DLL to run it, and the DLL is
some 350kb (the program is about 7kb). The order of pictures depends
on the system date and the number of BMP-files in the directory, so
the picture remains the same if you execute the program multiple times
during the same day and the number of BMPs has not changed.

If you feel this is what you need then I could uuencode it and email
it to you. (It is unavailable via ftp.)
",2,comp.os.ms-windows.misc,32:20.2
2356,"I've been using version 2.5.2 of ghostscript, and I'm quite satisfied
with it.  There are, actually, 3 versions:  a plain dos version, a 386
version, and a windows version.",2,comp.os.ms-windows.misc,32:20.2
2391,"I quit windows normally to run a special DOS app, got done with it
and tried to start windows.  Ok got the title screen, Windows
background, DOS with an error about loading PROGMAN.EXE.  Hum, yep
PROGMAN.EXE is still there.  Must be bad, ok pull off PROGMAN.EXE
from a backup tape, start windows, get the windows title screen,
windows background, DOS with the same error.  HUM!  Fire up the
good ol' Norton Disk Doctor, test, 500 lost clusters!  Ok, fix them,
and look through them, doesn't look important.  Remove the Windows
directory, and reinstall from disks.  Fire up windows, title screen,
background, Program Manager, Success!  

I have a 486/50 (Amy) with 4 meg of RAM, 120 meg HD, SVGA, running under
DOS 5.0, no special memory managers or stuff, just the basic Windows 3.1
A 12 meg permanent swap file using 32-bit Access.  I mainly use Windows
to run more that one DOS app at a time.  (ie downloading with Qmodem
with a DOS window open, and possibly POV running in the background.)  

I've noticed that since I started using Windows a few months ago, lost
clusters have gotten more and more common.  Although I don't like
having data just disappear, it really haven't been a problem except
for today.  Has anyone else had any problems with lost clusters while
running windows?  And what could I do to fix the problem, I'd sleep
better knowing Amy wasn't loosing her marbles. :)

Steven",2,comp.os.ms-windows.misc,32:20.2
2394,"//I'm using BC++'s ObjectWindows (version 3.1) and trying to get some data 
//processed in a window object. However, when the calling program invokes 
//the window object, it gives up the control to the window object, and keeps 
//executing the next statement. I would like the calling program, after 
//invoking the window object, to wait until the window object is closed. 
//Can I do that? My program may look like:

class MyWindow : public TWindow
{
	...
};

void MyCallingProg(...)  // Could the calling program be a C function?
{	...
	MyWindow *MyWinObj;
	MyWinObj = new MyWindow(...);
	GetApplication()->MakeWindow(MyWinObj);
	MyWinObj->Show(SW_SHOWNORMAL);",2,comp.os.ms-windows.misc,32:20.2
2403,"Does any one know of any shareware/freeware software which lets one display
EPS files on a PC with DOS and/or Windows???
Your reply would be much appreciated.   Thanks.
Hal Adam, HADAM@bcsc02.gov.bc.ca
",2,comp.os.ms-windows.misc,32:20.2
2406,"
I'm not 100% sure, but I think the T800 was a 25MHz transputer?  so ya tie
a gazillion of them together to get 100mips.  (The newest is the T9000
which kicks anyone's butt :)... haven't seen them used much though).

Anyway, to respond, I think the Pentium (CISC) is better than the more advanced
RISC (e.g., like the alpha, etc.  the 66MHz Pentium has approximately the
same ""performance"" as the superduper 133MHz Alpha - here, performance is the
weird Specint92 that everyone refers to? - this is what I *heard* - the
Alpha still kicks in the P5's butt in fp - again, this is what I *heard*).
and in the computing world, if you sell lots of chips (like intel), and
make it faster (like intel), you are the winner (like intel), even though
you have a sucky architecture from over 10 years ago (like intel :0).

If you can make a ""CISC"" chip (superscalar, superduperpipelined, superfast)
with the ideas behind the ""RISC"" ideology, you got a CISC chip.  And then
I admit I can't see the advantages of RISC over CISC...

If the latest technology is a generation behind, then it sucks (relatively
speaking).

Now I may sound like I like intel, but I'll have to say that the P5 is some
real kick butt pile of Si and SiO2...

But I hope that Motorola really catches up with the 68K line... or I'm gonna
start crying...

brian

-------------------------------------------------------------------------------
Brian ""Hojo"" Lee       | ""Hey, excuse me miss, could I have a .GIF of you?""
leebr@ecf.toronto.edu  |
leebr@eecg.toronto.edu | (try Linux... the best and free UN*X clone!)",2,comp.os.ms-windows.misc,32:20.2
2452,"
You can add sysedit (& regedit) to a program group... they are Windows
programs. 

Is it possible to get it to load other *.ini files ????


",2,comp.os.ms-windows.misc,32:20.2
2463,"
Ah... The joys of networking. I just hope that you forgot the :->


I don't. I use NDW.


If you like things to be modular, I think you would love System 7.
Instead of adding a line to your autoexec.bat, you just drop the
icon into the extensions folder.
",2,comp.os.ms-windows.misc,32:20.2
